GROUPO,AÑO,MIN,MAX,MED,LAST
-640150683,2017,"2017-01-03 00:00:00","2017-01-03 00:00:00",1.0000,1
-636786780,2016,"2016-05-19 00:00:00","2016-07-20 00:00:00",6.3000,168
-629778823,2016,"2016-11-29 00:00:00","2016-12-02 00:00:00",0.8000,33
-618408561,2016,"2016-05-06 00:00:00","2016-07-09 00:00:00",7.2222,179
-616909547,2013,"2013-05-07 00:00:00","2013-06-24 00:00:00",6.1250,1290
-606660506,2015,"2015-10-09 00:00:00","2015-10-29 00:00:00",2.6250,433
-602715119,2016,"2016-12-22 00:00:00","2016-12-29 00:00:00",4.0000,6
-601434792,2016,"2016-12-14 00:00:00","2016-12-20 00:00:00",1.0000,15
-601126565,2013,"2013-06-13 00:00:00","2013-08-01 00:00:00",5.5556,1252
-601126565,2014,"2014-04-02 00:00:00","2014-06-11 00:00:00",7.1000,938
-601126565,2015,"2015-04-23 00:00:00","2015-06-25 00:00:00",6.4000,559
-601126565,2016,"2016-02-24 00:00:00","2016-05-05 00:00:00",7.2000,244
-599182124,2016,"2016-12-24 00:00:00","2016-12-26 00:00:00",1.5000,9
-595865264,2016,"2016-04-11 00:00:00","2016-04-18 00:00:00",1.0000,261
-581960962,2016,"2016-09-24 00:00:00","2016-12-18 00:00:00",8.6000,17
-576416713,2016,"2016-11-29 00:00:00","2016-12-05 00:00:00",3.5000,30
-575241551,2016,"2016-01-09 00:00:00","2016-01-12 00:00:00",1.0000,358
-566416968,2016,"2016-03-20 00:00:00","2016-03-26 00:00:00",1.4000,284
-555377016,2016,"2016-12-03 00:00:00","2016-12-03 00:00:00",1.0000,32
-550858902,2014,"2014-06-10 00:00:00","2014-08-05 00:00:00",4.3846,883
-525675833,2016,"2016-08-12 00:00:00","2016-08-12 00:00:00",1.0000,145
-513751064,2015,"2015-07-24 00:00:00","2015-09-11 00:00:00",3.8462,481
-510413804,2016,"2016-02-02 00:00:00","2016-02-03 00:00:00",1.0000,336
-498025045,2016,"2016-12-09 00:00:00","2016-12-13 00:00:00",1.6667,22
-462205022,2010,"2010-03-26 00:00:00","2010-04-20 00:00:00",5.2000,2451
-450516960,2015,"2015-12-26 00:00:00","2015-12-29 00:00:00",2.0000,372
-450516960,2016,"2016-01-08 00:00:00","2016-02-01 00:00:00",8.3333,338
-446746491,2016,"2016-01-05 00:00:00","2016-04-23 00:00:00",6.8750,256
-445320182,2014,"2014-09-28 00:00:00","2014-11-30 00:00:00",6.4000,766
-445320182,2015,"2015-10-25 00:00:00","2015-12-27 00:00:00",6.4000,374
-443762125,2016,"2016-09-21 00:00:00","2016-11-16 00:00:00",5.7000,49
-434314662,2016,"2016-03-06 00:00:00","2016-12-25 00:00:00",12.8261,10
-434314662,2017,"2017-01-01 00:00:00","2017-01-01 00:00:00",1.0000,3
-429441326,2015,"2015-05-06 00:00:00","2015-12-10 00:00:00",18.2500,391
-429441326,2016,"2016-01-23 00:00:00","2016-12-09 00:00:00",14.0000,26
-424175430,2014,"2014-02-11 00:00:00","2014-05-02 00:00:00",6.2308,978
-414899953,2010,"2010-03-15 00:00:00","2010-04-19 00:00:00",6.0000,2452
-412545536,2007,"2007-04-25 00:00:00","2007-12-04 00:00:00",14.0000,3319
-412545536,2008,"2008-09-23 00:00:00","2008-12-16 00:00:00",6.5385,2941
-412545536,2009,"2009-02-03 00:00:00","2009-12-01 00:00:00",9.7419,2591
-408014058,2015,"2015-04-09 00:00:00","2015-12-10 00:00:00",16.4000,391
-408014058,2016,"2016-03-13 00:00:00","2016-12-09 00:00:00",13.6000,26
-407664968,2007,"2007-08-19 00:00:00","2007-10-02 00:00:00",7.5000,3382
-403308878,2016,"2016-08-26 00:00:00","2016-10-15 00:00:00",5.1000,81
-400758662,2016,"2016-05-15 00:00:00","2016-06-18 00:00:00",5.8333,200
-397409348,2016,"2016-10-04 00:00:00","2016-12-22 00:00:00",6.1538,13
-395496816,2016,"2016-11-04 00:00:00","2016-12-22 00:00:00",6.1250,13
-381843866,2015,"2015-10-29 00:00:00","2015-12-11 00:00:00",6.2857,390
-381843866,2016,"2016-01-01 00:00:00","2016-12-18 00:00:00",16.0455,17
-375660406,2016,"2016-09-22 00:00:00","2016-09-22 00:00:00",1.0000,104
-371130889,2016,"2016-05-15 00:00:00","2016-10-15 00:00:00",11.0000,81
-341897308,2016,"2016-04-18 00:00:00","2016-06-13 00:00:00",5.7000,205
-330382874,2015,"2015-06-05 00:00:00","2015-11-06 00:00:00",6.7391,425
-330382874,2016,"2016-12-05 00:00:00","2016-12-26 00:00:00",5.5000,9
-330382874,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
-323690250,2016,"2016-02-27 00:00:00","2016-07-06 00:00:00",14.5556,182
-321860616,2013,"2013-05-10 00:00:00","2013-06-28 00:00:00",6.2500,1286
-321860616,2014,"2014-03-28 00:00:00","2014-06-03 00:00:00",6.8000,946
-321860616,2015,"2015-10-25 00:00:00","2015-12-28 00:00:00",6.5000,373
-308693205,2015,"2015-12-07 00:00:00","2015-12-28 00:00:00",4.4000,373
-308693205,2016,"2016-01-04 00:00:00","2016-01-27 00:00:00",6.0000,343
-297893256,2016,"2016-04-24 00:00:00","2016-04-28 00:00:00",1.0000,251
-283782466,2007,"2007-04-16 00:00:00","2007-05-23 00:00:00",1.8095,3514
-283782466,2008,"2008-08-02 00:00:00","2008-11-22 00:00:00",10.2727,2965
-276573781,2015,"2015-11-13 00:00:00","2015-12-18 00:00:00",6.0000,383
-276492452,2008,"2008-06-08 00:00:00","2008-06-21 00:00:00",2.0000,3119
-276492452,2009,"2009-03-27 00:00:00","2009-04-30 00:00:00",2.6923,2806
-272680938,2016,"2016-03-16 00:00:00","2016-06-13 00:00:00",6.9231,205
-256282145,2014,"2014-09-23 00:00:00","2014-12-12 00:00:00",7.3636,754
-256282145,2015,"2015-01-09 00:00:00","2015-12-20 00:00:00",15.0435,381
-256282145,2016,"2016-01-18 00:00:00","2016-12-18 00:00:00",14.0000,17
-255142572,2015,"2015-06-23 00:00:00","2015-07-28 00:00:00",2.7692,526
-250329127,2016,"2016-11-10 00:00:00","2016-12-29 00:00:00",6.2500,6
-247826538,2007,"2007-09-22 00:00:00","2007-11-22 00:00:00",7.7500,3331
-247826538,2008,"2008-01-23 00:00:00","2008-09-30 00:00:00",63.0000,3018
-240849257,2015,"2015-09-09 00:00:00","2015-11-18 00:00:00",3.7368,413
-240849257,2016,"2016-10-25 00:00:00","2016-10-27 00:00:00",1.5000,69
-234893275,2013,"2013-07-12 00:00:00","2013-10-04 00:00:00",6.5385,1188
-234893275,2014,"2014-07-11 00:00:00","2014-10-03 00:00:00",6.5385,824
-231258145,2016,"2016-05-08 00:00:00","2016-07-13 00:00:00",6.7000,175
-227615790,2015,"2015-01-10 00:00:00","2015-03-28 00:00:00",6.0000,648
-215021134,2012,"2012-01-25 00:00:00","2012-04-09 00:00:00",6.3333,1731
-208363871,2016,"2016-05-22 00:00:00","2016-05-22 00:00:00",1.0000,227
-205276296,2015,"2015-10-01 00:00:00","2015-10-04 00:00:00",0.4000,458
-205276296,2016,"2016-05-31 00:00:00","2016-10-19 00:00:00",10.9231,77
-197947042,2015,"2015-10-09 00:00:00","2015-12-20 00:00:00",7.3000,381
-197947042,2016,"2016-01-14 00:00:00","2016-05-13 00:00:00",10.0833,236
-196705787,2016,"2016-02-11 00:00:00","2016-04-06 00:00:00",7.0000,273
-193938181,2014,"2014-07-11 00:00:00","2014-07-11 00:00:00",1.0000,908
-184684142,2015,"2015-11-20 00:00:00","2015-11-23 00:00:00",0.3077,408
-184387846,2014,"2014-09-12 00:00:00","2014-12-06 00:00:00",6.6154,760
-184387846,2015,"2015-04-30 00:00:00","2015-12-12 00:00:00",10.8095,389
-184387846,2016,"2016-06-21 00:00:00","2016-10-28 00:00:00",10.0000,68
-180033846,2015,"2015-07-23 00:00:00","2015-12-10 00:00:00",10.8462,391
-180033846,2016,"2016-07-13 00:00:00","2016-10-06 00:00:00",6.6154,90
-173006618,2016,"2016-02-22 00:00:00","2016-02-28 00:00:00",1.0000,311
-150619356,2012,"2012-02-24 00:00:00","2012-06-22 00:00:00",9.2308,1657
-130199620,2016,"2016-04-20 00:00:00","2016-04-23 00:00:00",1.0000,256
-125407280,2012,"2012-10-16 00:00:00","2012-11-27 00:00:00",6.1429,1499
-125407280,2014,"2014-02-26 00:00:00","2014-05-28 00:00:00",6.5714,952
-125407280,2015,"2015-02-19 00:00:00","2015-05-28 00:00:00",6.6000,587
-106483272,2015,"2015-10-16 00:00:00","2015-12-18 00:00:00",7.1111,383
-106483272,2016,"2016-01-09 00:00:00","2016-06-19 00:00:00",13.5833,199
-101820715,2015,"2015-09-23 00:00:00","2015-12-23 00:00:00",7.0769,378
-101820715,2016,"2016-09-13 00:00:00","2016-12-20 00:00:00",7.0714,15
-82119005,2016,"2016-08-12 00:00:00","2016-09-15 00:00:00",2.6923,111
-76047562,2015,"2015-10-17 00:00:00","2015-12-25 00:00:00",7.0000,376
-76047562,2016,"2016-01-22 00:00:00","2016-12-30 00:00:00",14.9565,5
-75813494,2016,"2016-11-28 00:00:00","2016-12-04 00:00:00",1.7500,31
-69367364,2016,"2016-12-07 00:00:00","2016-12-10 00:00:00",2.0000,25
-51405620,2014,"2014-10-09 00:00:00","2014-12-19 00:00:00",7.2000,747
-51405620,2015,"2015-01-09 00:00:00","2015-12-20 00:00:00",31.4545,381
-51405620,2016,"2016-01-08 00:00:00","2016-11-19 00:00:00",26.4167,46
-49959537,2016,"2016-11-12 00:00:00","2016-12-18 00:00:00",6.1667,17
-40852312,2015,"2015-03-28 00:00:00","2015-11-21 00:00:00",18.3846,410
-40852312,2016,"2016-01-10 00:00:00","2016-11-12 00:00:00",12.8333,53
-35900085,2007,"2007-06-24 00:00:00","2007-07-21 00:00:00",3.5000,3455
-33329010,2012,"2012-11-29 00:00:00","2012-12-27 00:00:00",5.8000,1469
-33329010,2013,"2013-01-03 00:00:00","2013-12-28 00:00:00",21.1765,1103
-33329010,2014,"2014-01-04 00:00:00","2014-12-21 00:00:00",35.2000,745
-33329010,2015,"2015-11-02 00:00:00","2015-11-09 00:00:00",1.6000,422
-26517171,2016,"2016-11-28 00:00:00","2016-12-20 00:00:00",3.8333,15
-12560794,2015,"2015-08-25 00:00:00","2015-10-06 00:00:00",7.1667,456
-12560794,2016,"2016-04-11 00:00:00","2016-10-04 00:00:00",11.8000,92
-11419713,2016,"2016-03-18 00:00:00","2016-05-27 00:00:00",7.1000,222
-6987113,2016,"2016-05-08 00:00:00","2016-07-31 00:00:00",3.2692,157
-1243810,2016,"2016-12-07 00:00:00","2016-12-11 00:00:00",1.6667,24
11890667,2016,"2016-09-24 00:00:00","2016-12-05 00:00:00",12.1667,30
11906275,2016,"2016-03-09 00:00:00","2016-11-02 00:00:00",6.6389,63
12415301,2016,"2016-11-20 00:00:00","2016-12-18 00:00:00",5.8000,17
12415301,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
17408458,2013,"2013-02-22 00:00:00","2013-05-16 00:00:00",6.4615,1329
17408458,2014,"2014-02-17 00:00:00","2014-05-12 00:00:00",6.5385,968
17408458,2015,"2015-03-05 00:00:00","2015-05-28 00:00:00",6.5385,587
17408458,2016,"2016-03-05 00:00:00","2016-03-05 00:00:00",0.0769,305
36375875,2016,"2016-10-17 00:00:00","2016-10-17 00:00:00",1.0000,79
42101062,2016,"2016-11-18 00:00:00","2016-11-19 00:00:00",1.0000,46
53501294,2015,"2015-11-01 00:00:00","2015-11-05 00:00:00",0.7143,426
59091816,2015,"2015-03-31 00:00:00","2015-03-31 00:00:00",1.0000,645
63354621,2016,"2016-11-26 00:00:00","2016-12-29 00:00:00",4.8571,6
74980025,2016,"2016-06-11 00:00:00","2016-08-12 00:00:00",6.3000,145
83588691,2015,"2015-10-04 00:00:00","2015-12-17 00:00:00",6.8182,384
83588691,2016,"2016-03-13 00:00:00","2016-05-17 00:00:00",6.0000,232
86499679,2016,"2016-03-06 00:00:00","2016-03-08 00:00:00",1.5000,302
88420850,2014,"2014-07-03 00:00:00","2014-07-08 00:00:00",3.0000,911
88420850,2016,"2016-06-15 00:00:00","2016-09-16 00:00:00",7.2308,110
94403118,2015,"2015-09-06 00:00:00","2015-12-09 00:00:00",8.6364,392
94403118,2016,"2016-04-15 00:00:00","2016-04-16 00:00:00",0.1538,263
95062953,2016,"2016-12-03 00:00:00","2016-12-09 00:00:00",1.4000,26
95415812,2015,"2015-12-20 00:00:00","2015-12-20 00:00:00",0.5000,381
103990893,2016,"2016-06-05 00:00:00","2016-06-09 00:00:00",1.0000,209
105382410,2016,"2016-12-19 00:00:00","2016-12-29 00:00:00",5.5000,6
112075241,2015,"2015-11-05 00:00:00","2015-12-17 00:00:00",6.1429,384
112075241,2016,"2016-01-15 00:00:00","2016-12-20 00:00:00",17.0500,15
133947185,2015,"2015-07-08 00:00:00","2015-11-17 00:00:00",12.0909,414
134769062,2015,"2015-10-07 00:00:00","2015-12-02 00:00:00",6.3333,399
134769062,2016,"2016-01-20 00:00:00","2016-02-02 00:00:00",4.6667,337
134873069,2016,"2016-11-16 00:00:00","2016-12-10 00:00:00",4.1667,25
137969651,2012,"2012-02-29 00:00:00","2012-06-13 00:00:00",7.5714,1666
137969651,2015,"2015-09-03 00:00:00","2015-10-08 00:00:00",4.5000,454
152658150,2015,"2015-09-09 00:00:00","2015-09-15 00:00:00",1.0000,477
158307852,2015,"2015-11-12 00:00:00","2015-12-17 00:00:00",6.0000,384
158307852,2016,"2016-01-08 00:00:00","2016-01-29 00:00:00",5.5000,341
160741636,2015,"2015-07-25 00:00:00","2015-11-19 00:00:00",9.8333,412
163932865,2015,"2015-12-03 00:00:00","2015-12-03 00:00:00",0.5000,398
168498428,2013,"2013-04-18 00:00:00","2013-07-10 00:00:00",7.0000,1274
168498428,2014,"2014-06-21 00:00:00","2014-08-30 00:00:00",5.4615,858
168498428,2015,"2015-06-16 00:00:00","2015-09-07 00:00:00",6.4615,485
175171173,2016,"2016-12-23 00:00:00","2016-12-23 00:00:00",1.0000,12
178124864,2014,"2014-01-14 00:00:00","2014-01-28 00:00:00",2.5000,1072
178994982,2012,"2012-02-21 00:00:00","2012-06-12 00:00:00",9.4167,1667
178994982,2013,"2013-10-08 00:00:00","2013-12-31 00:00:00",6.5385,1100
178994982,2015,"2015-12-17 00:00:00","2015-12-31 00:00:00",5.0000,370
178994982,2016,"2016-01-06 00:00:00","2016-03-10 00:00:00",6.5000,300
192699967,2016,"2016-04-25 00:00:00","2016-06-27 00:00:00",3.2000,191
204713971,2012,"2012-01-27 00:00:00","2012-03-16 00:00:00",7.1429,1755
210378828,2016,"2016-10-10 00:00:00","2016-12-09 00:00:00",6.1000,26
212732553,2016,"2016-04-08 00:00:00","2016-07-01 00:00:00",6.5385,187
216589444,2015,"2015-10-20 00:00:00","2015-11-01 00:00:00",0.4333,430
216589444,2016,"2016-04-30 00:00:00","2016-07-06 00:00:00",6.1818,182
218575057,2015,"2015-02-13 00:00:00","2015-05-08 00:00:00",6.5385,607
227170409,2016,"2016-04-20 00:00:00","2016-12-01 00:00:00",14.1250,34
232553683,2015,"2015-11-08 00:00:00","2015-11-11 00:00:00",0.4000,420
233673093,2016,"2016-05-02 00:00:00","2016-07-01 00:00:00",6.1000,187
238699518,2016,"2016-12-23 00:00:00","2016-12-24 00:00:00",1.0000,11
244022566,2016,"2016-03-31 00:00:00","2016-06-11 00:00:00",2.7037,207
250041689,2014,"2014-09-17 00:00:00","2014-11-19 00:00:00",6.4000,777
250041689,2015,"2015-09-23 00:00:00","2015-12-02 00:00:00",5.4615,399
250041689,2016,"2016-09-15 00:00:00","2016-11-02 00:00:00",3.7692,63
251387310,2014,"2014-03-26 00:00:00","2014-07-09 00:00:00",8.1538,910
254382666,2016,"2016-08-04 00:00:00","2016-12-14 00:00:00",11.0833,21
256183820,2015,"2015-04-25 00:00:00","2015-09-25 00:00:00",6.4167,467
256183820,2016,"2016-08-31 00:00:00","2016-09-29 00:00:00",3.0000,97
259284873,2015,"2015-10-22 00:00:00","2015-12-06 00:00:00",1.8400,395
259284873,2016,"2016-07-24 00:00:00","2016-07-24 00:00:00",1.0000,164
266476107,2016,"2016-04-27 00:00:00","2016-06-29 00:00:00",6.4000,189
271141127,2014,"2014-03-21 00:00:00","2014-12-04 00:00:00",17.2667,762
271141127,2015,"2015-03-26 00:00:00","2015-04-30 00:00:00",6.0000,615
282033313,2015,"2015-02-04 00:00:00","2015-03-18 00:00:00",3.3077,658
282033313,2016,"2016-01-15 00:00:00","2016-02-12 00:00:00",2.2308,327
282288572,2016,"2016-12-11 00:00:00","2016-12-13 00:00:00",1.5000,22
286824787,2016,"2016-08-28 00:00:00","2016-08-28 00:00:00",1.0000,129
301890827,2015,"2015-09-16 00:00:00","2015-12-01 00:00:00",6.4167,400
301890827,2016,"2016-03-08 00:00:00","2016-11-02 00:00:00",12.6316,63
303264020,2016,"2016-10-16 00:00:00","2016-10-16 00:00:00",0.5000,80
310379318,2012,"2012-02-25 00:00:00","2012-06-02 00:00:00",9.9000,1677
310379318,2015,"2015-10-23 00:00:00","2015-12-18 00:00:00",6.3333,383
310379318,2016,"2016-02-12 00:00:00","2016-12-20 00:00:00",15.6500,15
322070295,2016,"2016-07-14 00:00:00","2016-08-11 00:00:00",2.4167,146
327224519,2016,"2016-02-14 00:00:00","2016-11-19 00:00:00",16.4706,46
329605217,2012,"2012-02-22 00:00:00","2012-12-25 00:00:00",20.5333,1471
329605217,2013,"2013-02-12 00:00:00","2013-12-03 00:00:00",18.4375,1128
329605217,2014,"2014-02-11 00:00:00","2014-12-02 00:00:00",18.4375,764
329605217,2015,"2015-02-10 00:00:00","2015-11-30 00:00:00",18.3750,401
329605217,2016,"2016-02-15 00:00:00","2016-12-12 00:00:00",18.8750,23
331329219,2014,"2014-02-14 00:00:00","2014-03-21 00:00:00",6.0000,1020
331329219,2015,"2015-02-18 00:00:00","2015-03-25 00:00:00",6.0000,651
333983382,2014,"2014-12-11 00:00:00","2014-12-14 00:00:00",0.5000,752
333983382,2015,"2015-04-06 00:00:00","2015-05-31 00:00:00",7.0000,584
333983382,2016,"2016-04-10 00:00:00","2016-07-11 00:00:00",7.1538,177
344757159,2007,"2007-04-05 00:00:00","2007-05-24 00:00:00",5.5556,3513
344757159,2008,"2008-02-01 00:00:00","2008-05-30 00:00:00",7.5000,3141
344757159,2009,"2009-01-22 00:00:00","2009-05-14 00:00:00",7.0625,2792
344757159,2010,"2010-02-03 00:00:00","2010-05-24 00:00:00",6.5294,2417
348726828,2015,"2015-07-21 00:00:00","2015-09-01 00:00:00",1.8696,491
348726828,2016,"2016-03-01 00:00:00","2016-12-23 00:00:00",11.0370,12
385768295,2012,"2012-10-19 00:00:00","2012-11-23 00:00:00",6.0000,1503
385768295,2013,"2013-10-09 00:00:00","2013-11-18 00:00:00",5.1250,1143
385768295,2015,"2015-10-16 00:00:00","2015-10-28 00:00:00",2.6000,434
388053809,2016,"2016-07-15 00:00:00","2016-08-19 00:00:00",6.0000,138
392663882,2016,"2016-01-07 00:00:00","2016-06-16 00:00:00",7.3636,202
404757101,2015,"2015-12-15 00:00:00","2015-12-18 00:00:00",1.0000,383
410445103,2016,"2016-01-15 00:00:00","2016-03-17 00:00:00",6.3000,293
424987625,2016,"2016-09-20 00:00:00","2016-10-11 00:00:00",2.7500,85
427156212,2015,"2015-10-06 00:00:00","2015-12-03 00:00:00",7.3750,398
441684533,2016,"2016-07-09 00:00:00","2016-08-29 00:00:00",5.7778,128
445494374,2016,"2016-10-04 00:00:00","2016-11-21 00:00:00",4.0833,44
447220890,2007,"2007-08-25 00:00:00","2007-09-12 00:00:00",9.5000,3402
455626048,2016,"2016-03-07 00:00:00","2016-03-07 00:00:00",1.0000,303
458625442,2016,"2016-04-21 00:00:00","2016-06-23 00:00:00",6.4000,195
460552125,2015,"2015-05-15 00:00:00","2015-07-24 00:00:00",7.1000,530
460552125,2016,"2016-06-10 00:00:00","2016-08-13 00:00:00",6.5000,144
474278491,2016,"2016-12-01 00:00:00","2016-12-05 00:00:00",1.0000,30
475647563,2015,"2015-09-17 00:00:00","2015-11-05 00:00:00",5.0000,426
480353698,2016,"2016-11-02 00:00:00","2016-11-02 00:00:00",0.5000,63
484829801,2016,"2016-01-19 00:00:00","2016-12-26 00:00:00",14.9130,9
484829801,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
491222490,2016,"2016-12-08 00:00:00","2016-12-09 00:00:00",1.0000,26
497786265,2015,"2015-09-07 00:00:00","2015-10-20 00:00:00",3.3846,442
497786265,2016,"2016-05-08 00:00:00","2016-05-08 00:00:00",0.0769,241
514182192,2016,"2016-12-14 00:00:00","2016-12-27 00:00:00",2.8000,8
516980224,2016,"2016-12-17 00:00:00","2016-12-17 00:00:00",1.0000,18
530581431,2013,"2013-09-03 00:00:00","2013-10-15 00:00:00",3.3077,1177
530581431,2014,"2014-07-16 00:00:00","2014-10-08 00:00:00",6.5385,819
530581431,2016,"2016-06-06 00:00:00","2016-06-10 00:00:00",0.4167,208
532945271,2016,"2016-11-10 00:00:00","2016-11-20 00:00:00",1.1000,45
549426452,2015,"2015-01-08 00:00:00","2015-01-29 00:00:00",5.5000,706
551712688,2016,"2016-11-13 00:00:00","2016-12-27 00:00:00",3.0000,8
551712688,2017,"2017-01-03 00:00:00","2017-01-03 00:00:00",0.5000,1
555653591,2016,"2016-05-04 00:00:00","2016-05-04 00:00:00",1.0000,245
566678643,2016,"2016-04-29 00:00:00","2016-05-10 00:00:00",1.0000,239
572601461,2016,"2016-02-04 00:00:00","2016-02-12 00:00:00",1.0000,327
592632636,2016,"2016-07-03 00:00:00","2016-09-19 00:00:00",6.5833,107
602781779,2016,"2016-10-24 00:00:00","2016-12-05 00:00:00",3.5833,30
604159994,2007,"2007-06-25 00:00:00","2007-07-05 00:00:00",2.7500,3471
609345266,2015,"2015-05-26 00:00:00","2015-05-29 00:00:00",0.4000,586
609345266,2016,"2016-01-01 00:00:00","2016-12-25 00:00:00",32.7273,10
609345266,2017,"2017-01-01 00:00:00","2017-01-01 00:00:00",1.0000,3
612431043,2015,"2015-11-20 00:00:00","2015-12-23 00:00:00",3.4000,378
621733229,2015,"2015-06-16 00:00:00","2015-09-08 00:00:00",6.5385,484
621733229,2016,"2016-07-05 00:00:00","2016-09-27 00:00:00",6.5385,99
624342537,2015,"2015-01-05 00:00:00","2015-02-23 00:00:00",6.2500,681
625204669,2014,"2014-10-27 00:00:00","2014-12-01 00:00:00",12.0000,765
625204669,2015,"2015-10-12 00:00:00","2015-11-30 00:00:00",3.1250,401
625204669,2016,"2016-02-15 00:00:00","2016-12-12 00:00:00",9.4375,23
628299466,2015,"2015-06-01 00:00:00","2015-06-15 00:00:00",5.0000,569
631921449,2015,"2015-10-08 00:00:00","2015-11-06 00:00:00",3.0000,425
631921449,2016,"2016-08-10 00:00:00","2016-10-12 00:00:00",6.4000,84
640902663,2014,"2014-07-01 00:00:00","2014-07-07 00:00:00",2.3333,912
656370510,2016,"2016-07-05 00:00:00","2016-11-29 00:00:00",6.7273,36
657749586,2012,"2012-10-17 00:00:00","2012-11-21 00:00:00",6.0000,1505
665475203,2016,"2016-02-26 00:00:00","2016-12-14 00:00:00",19.5333,21
672128172,2015,"2015-07-04 00:00:00","2015-10-13 00:00:00",6.8000,449
672128172,2016,"2016-05-27 00:00:00","2016-06-01 00:00:00",0.6000,217
675651749,2016,"2016-07-01 00:00:00","2016-09-03 00:00:00",6.5000,123
680236836,2015,"2015-05-08 00:00:00","2015-06-16 00:00:00",5.7143,568
681254845,2015,"2015-11-10 00:00:00","2015-11-11 00:00:00",1.0000,420
694628873,2014,"2014-10-06 00:00:00","2014-12-22 00:00:00",7.8000,744
694628873,2015,"2015-10-13 00:00:00","2015-12-23 00:00:00",6.0000,378
695099541,2016,"2016-11-09 00:00:00","2016-11-10 00:00:00",0.6667,55
705130421,2015,"2015-12-03 00:00:00","2015-12-06 00:00:00",0.6667,395
715571809,2012,"2012-02-24 00:00:00","2012-12-21 00:00:00",16.7778,1475
715571809,2013,"2013-01-18 00:00:00","2013-12-06 00:00:00",14.6818,1125
715571809,2014,"2014-01-10 00:00:00","2014-12-05 00:00:00",15.0000,761
715571809,2015,"2015-01-09 00:00:00","2015-05-15 00:00:00",9.7692,600
715571809,2016,"2016-05-11 00:00:00","2016-08-09 00:00:00",7.0000,148
715658905,2009,"2009-09-28 00:00:00","2009-11-25 00:00:00",7.3750,2597
723077022,2016,"2016-09-06 00:00:00","2016-09-09 00:00:00",0.8000,117
723088059,2016,"2016-11-28 00:00:00","2016-12-14 00:00:00",3.4000,21
725119885,2014,"2014-04-04 00:00:00","2014-12-19 00:00:00",13.0000,747
725119885,2015,"2015-01-23 00:00:00","2015-03-20 00:00:00",6.3333,656
725119885,2016,"2016-01-28 00:00:00","2016-05-27 00:00:00",7.5625,222
735735285,2016,"2016-12-05 00:00:00","2016-12-26 00:00:00",5.5000,9
735735285,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
735965025,2016,"2016-05-21 00:00:00","2016-05-21 00:00:00",1.0000,228
743704161,2016,"2016-12-26 00:00:00","2016-12-27 00:00:00",1.0000,8
743704161,2017,"2017-01-03 00:00:00","2017-01-03 00:00:00",1.0000,1
764079436,2016,"2016-12-20 00:00:00","2016-12-21 00:00:00",1.0000,14
782122218,2014,"2014-10-27 00:00:00","2014-12-19 00:00:00",6.7500,747
782122218,2015,"2015-01-09 00:00:00","2015-10-05 00:00:00",18.0000,457
782129595,2015,"2015-09-05 00:00:00","2015-09-23 00:00:00",1.5833,469
782129595,2016,"2016-12-23 00:00:00","2016-12-23 00:00:00",1.0000,12
783418984,2014,"2014-07-05 00:00:00","2014-08-09 00:00:00",9.0000,879
805126008,2009,"2009-09-28 00:00:00","2009-11-13 00:00:00",23.5000,2609
816373118,2015,"2015-11-17 00:00:00","2015-12-28 00:00:00",7.0000,373
817545725,2015,"2015-09-01 00:00:00","2015-12-27 00:00:00",10.7273,374
817545725,2016,"2016-07-01 00:00:00","2016-07-02 00:00:00",0.2000,186
828120447,2016,"2016-08-03 00:00:00","2016-10-04 00:00:00",6.3000,92
840644720,2012,"2012-04-24 00:00:00","2012-06-19 00:00:00",6.3333,1660
840644720,2013,"2013-03-28 00:00:00","2013-06-12 00:00:00",7.7000,1302
840644720,2014,"2014-04-16 00:00:00","2014-06-18 00:00:00",5.8182,931
840644720,2015,"2015-02-10 00:00:00","2015-07-11 00:00:00",11.6923,543
840644720,2016,"2016-05-02 00:00:00","2016-07-04 00:00:00",6.4000,184
851732035,2012,"2012-05-12 00:00:00","2012-05-19 00:00:00",4.0000,1691
851844044,2007,"2007-08-02 00:00:00","2007-09-28 00:00:00",29.0000,3386
857457935,2016,"2016-04-26 00:00:00","2016-07-12 00:00:00",7.0909,176
867096306,2012,"2012-03-18 00:00:00","2012-06-17 00:00:00",7.6667,1662
867096306,2013,"2013-06-08 00:00:00","2013-08-25 00:00:00",6.0769,1228
867096306,2015,"2015-12-10 00:00:00","2015-12-14 00:00:00",1.0000,387
876925391,2015,"2015-09-17 00:00:00","2015-12-17 00:00:00",7.6667,384
876925391,2016,"2016-01-04 00:00:00","2016-01-04 00:00:00",1.0000,366
897180669,2016,"2016-03-31 00:00:00","2016-04-01 00:00:00",1.0000,278
899403562,2015,"2015-10-04 00:00:00","2015-10-04 00:00:00",1.0000,458
902439081,2014,"2014-10-13 00:00:00","2014-10-13 00:00:00",1.0000,814
902439081,2015,"2015-03-30 00:00:00","2015-12-08 00:00:00",16.9333,393
902439081,2016,"2016-03-13 00:00:00","2016-05-17 00:00:00",5.5000,232
