GROUPO,AÑO,MIN,MAX,MED,LAST
906731081,2014,"2014-01-08 00:00:00","2014-01-22 00:00:00",5.0000,1078
906731081,2016,"2016-01-08 00:00:00","2016-01-08 00:00:00",1.0000,362
906731081,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
913622823,2007,"2007-04-03 00:00:00","2007-11-13 00:00:00",22.5000,3340
913622823,2008,"2008-01-15 00:00:00","2008-12-23 00:00:00",16.3810,2934
913622823,2009,"2009-04-25 00:00:00","2009-05-26 00:00:00",5.3333,2780
926220821,2014,"2014-01-14 00:00:00","2014-05-26 00:00:00",10.2308,954
940968641,2015,"2015-12-02 00:00:00","2015-12-23 00:00:00",5.5000,378
940968641,2016,"2016-01-13 00:00:00","2016-06-17 00:00:00",12.0769,201
944168841,2015,"2015-10-01 00:00:00","2015-12-03 00:00:00",6.4000,398
944168841,2016,"2016-09-01 00:00:00","2016-11-05 00:00:00",6.6000,60
951307411,2016,"2016-04-01 00:00:00","2016-04-06 00:00:00",1.5000,273
955507837,2015,"2015-11-04 00:00:00","2015-11-07 00:00:00",1.3333,424
962783720,2015,"2015-12-15 00:00:00","2015-12-17 00:00:00",1.0000,384
965051493,2014,"2014-09-30 00:00:00","2014-11-27 00:00:00",5.9000,769
965051493,2015,"2015-09-14 00:00:00","2015-12-07 00:00:00",5.6667,394
965177880,2016,"2016-11-25 00:00:00","2016-11-25 00:00:00",1.0000,40
967286708,2015,"2015-12-01 00:00:00","2015-12-29 00:00:00",7.2500,372
967286708,2016,"2016-01-02 00:00:00","2016-05-04 00:00:00",15.5000,245
969824786,2012,"2012-10-17 00:00:00","2012-12-12 00:00:00",7.1250,1484
969824786,2013,"2013-01-30 00:00:00","2013-02-20 00:00:00",5.5000,1414
985988127,2013,"2013-04-11 00:00:00","2013-06-28 00:00:00",6.0769,1286
985988127,2014,"2014-04-04 00:00:00","2014-05-31 00:00:00",4.4615,949
985988127,2015,"2015-10-26 00:00:00","2015-10-27 00:00:00",0.1538,435
985988127,2016,"2016-03-29 00:00:00","2016-03-31 00:00:00",1.0000,279
991084695,2015,"2015-12-01 00:00:00","2015-12-02 00:00:00",0.2500,399
992137999,2016,"2016-02-06 00:00:00","2016-04-23 00:00:00",6.5000,256
997035243,2016,"2016-12-11 00:00:00","2016-12-11 00:00:00",1.0000,24
1006395064,2010,"2010-01-28 00:00:00","2010-03-06 00:00:00",9.5000,2496
1012587708,2015,"2015-12-01 00:00:00","2015-12-15 00:00:00",5.0000,386
1022684992,2014,"2014-10-26 00:00:00","2014-12-14 00:00:00",6.2500,752
1023608152,2016,"2016-12-26 00:00:00","2016-12-26 00:00:00",0.5000,9
1041622278,2016,"2016-07-09 00:00:00","2016-08-11 00:00:00",2.6154,146
1046525322,2015,"2015-11-04 00:00:00","2015-12-23 00:00:00",6.2500,378
1046525322,2016,"2016-01-13 00:00:00","2016-12-21 00:00:00",14.3333,14
1051010240,2014,"2014-09-23 00:00:00","2014-09-23 00:00:00",1.0000,834
1051010240,2015,"2015-01-28 00:00:00","2015-11-21 00:00:00",24.8333,410
1051010240,2016,"2016-02-07 00:00:00","2016-04-10 00:00:00",6.4000,269
1060706770,2013,"2013-10-02 00:00:00","2013-12-11 00:00:00",6.4545,1120
1060706770,2014,"2014-01-13 00:00:00","2014-01-27 00:00:00",3.7500,1073
1065625873,2016,"2016-07-01 00:00:00","2016-09-13 00:00:00",6.8182,113
1066613545,2016,"2016-10-15 00:00:00","2016-10-15 00:00:00",1.0000,81
1070416921,2015,"2015-01-17 00:00:00","2015-04-07 00:00:00",4.7647,638
1070416921,2016,"2016-02-17 00:00:00","2016-04-19 00:00:00",6.3000,260
1073225544,2015,"2015-11-18 00:00:00","2015-12-27 00:00:00",0.9091,374
1073225544,2016,"2016-08-02 00:00:00","2016-08-04 00:00:00",0.1667,153
1073870159,2016,"2016-08-06 00:00:00","2016-08-07 00:00:00",0.2500,150
1096151158,2015,"2015-03-02 00:00:00","2015-05-25 00:00:00",6.5385,590
1126153525,2016,"2016-01-13 00:00:00","2016-01-17 00:00:00",1.0000,353
1130049123,2016,"2016-01-23 00:00:00","2016-03-06 00:00:00",4.4000,304
1131306095,2014,"2014-05-06 00:00:00","2014-06-24 00:00:00",6.2500,925
1131306095,2015,"2015-04-07 00:00:00","2015-06-09 00:00:00",6.4000,575
1131306095,2016,"2016-01-25 00:00:00","2016-03-27 00:00:00",6.3000,283
1142095086,2015,"2015-05-05 00:00:00","2015-12-02 00:00:00",21.2000,399
1142095086,2016,"2016-03-02 00:00:00","2016-12-04 00:00:00",12.6364,31
1145254014,2013,"2013-10-12 00:00:00","2013-12-14 00:00:00",7.1111,1117
1145254014,2014,"2014-01-18 00:00:00","2014-12-02 00:00:00",15.1905,764
1145254014,2015,"2015-03-03 00:00:00","2015-06-02 00:00:00",6.5714,582
1145254014,2016,"2016-01-02 00:00:00","2016-12-17 00:00:00",12.1034,18
1145380707,2015,"2015-03-07 00:00:00","2015-04-18 00:00:00",3.5833,627
1145569404,2016,"2016-01-02 00:00:00","2016-01-08 00:00:00",1.0000,362
1146834592,2015,"2015-12-14 00:00:00","2015-12-30 00:00:00",1.3077,371
1152499007,2016,"2016-01-15 00:00:00","2016-03-20 00:00:00",6.6000,290
1158961344,2016,"2016-05-31 00:00:00","2016-05-31 00:00:00",1.0000,218
1158995768,2012,"2012-05-05 00:00:00","2012-06-16 00:00:00",7.1667,1663
1158995768,2015,"2015-10-29 00:00:00","2015-12-24 00:00:00",7.1250,377
1158995768,2016,"2016-01-14 00:00:00","2016-07-27 00:00:00",14.0000,161
1161848346,2015,"2015-11-05 00:00:00","2015-11-13 00:00:00",1.8000,418
1170282370,2016,"2016-05-05 00:00:00","2016-05-05 00:00:00",0.1250,244
1177365271,2016,"2016-05-05 00:00:00","2016-06-23 00:00:00",6.2500,195
1179245065,2012,"2012-01-27 00:00:00","2012-12-21 00:00:00",47.1429,1475
1179245065,2013,"2013-01-11 00:00:00","2013-12-02 00:00:00",18.1111,1129
1179245065,2015,"2015-12-25 00:00:00","2015-12-31 00:00:00",1.0000,370
1179245065,2016,"2016-01-01 00:00:00","2016-01-01 00:00:00",1.0000,369
1183597111,2016,"2016-01-23 00:00:00","2016-01-24 00:00:00",0.2000,346
1186494190,2016,"2016-04-15 00:00:00","2016-07-09 00:00:00",6.6154,179
1191760855,2016,"2016-04-14 00:00:00","2016-07-06 00:00:00",6.4615,182
1196129893,2013,"2013-11-07 00:00:00","2013-12-20 00:00:00",6.2857,1111
1196129893,2014,"2014-01-10 00:00:00","2014-12-19 00:00:00",24.5714,747
1196129893,2015,"2015-02-23 00:00:00","2015-03-30 00:00:00",3.6000,646
1196129893,2016,"2016-07-09 00:00:00","2016-09-03 00:00:00",3.1667,123
1196136030,2015,"2015-05-25 00:00:00","2015-06-30 00:00:00",3.0833,554
1201420506,2014,"2014-11-05 00:00:00","2014-12-24 00:00:00",6.2500,742
1206468257,2016,"2016-04-27 00:00:00","2016-06-22 00:00:00",6.3333,196
1207467858,2016,"2016-07-31 00:00:00","2016-10-10 00:00:00",6.0000,86
1207692098,2008,"2008-02-21 00:00:00","2008-02-21 00:00:00",1.0000,3240
1207972981,2016,"2016-05-04 00:00:00","2016-07-06 00:00:00",6.4000,182
1237852664,2015,"2015-09-21 00:00:00","2015-12-20 00:00:00",7.0000,381
1237852664,2016,"2016-09-19 00:00:00","2016-12-18 00:00:00",6.5000,17
1239177572,2016,"2016-04-10 00:00:00","2016-07-13 00:00:00",7.3077,175
1239846578,2014,"2014-11-15 00:00:00","2014-11-15 00:00:00",1.0000,781
1251571197,2015,"2015-06-20 00:00:00","2015-10-17 00:00:00",30.0000,445
1257461623,2016,"2016-02-13 00:00:00","2016-05-25 00:00:00",6.8667,224
1266481662,2016,"2016-04-01 00:00:00","2016-04-21 00:00:00",5.2500,258
1275724233,2015,"2015-09-12 00:00:00","2015-10-18 00:00:00",5.2857,444
1279476450,2016,"2016-06-25 00:00:00","2016-06-28 00:00:00",0.4444,190
1282434578,2016,"2016-03-03 00:00:00","2016-04-21 00:00:00",6.2500,258
1284280920,2015,"2015-09-28 00:00:00","2015-11-14 00:00:00",6.0000,417
1284280920,2016,"2016-01-10 00:00:00","2016-01-23 00:00:00",4.6667,347
1286319226,2014,"2014-12-30 00:00:00","2014-12-30 00:00:00",1.0000,736
1286319226,2016,"2016-10-21 00:00:00","2016-10-21 00:00:00",1.0000,75
1294356315,2015,"2015-11-19 00:00:00","2015-12-18 00:00:00",5.0000,383
1294356315,2016,"2016-01-14 00:00:00","2016-12-23 00:00:00",16.4286,12
1309420059,2014,"2014-02-03 00:00:00","2014-03-24 00:00:00",6.2500,1017
1309420059,2015,"2015-09-07 00:00:00","2015-10-26 00:00:00",6.2500,436
1314609253,2015,"2015-11-29 00:00:00","2015-11-29 00:00:00",1.0000,402
1314609253,2016,"2016-03-15 00:00:00","2016-03-16 00:00:00",0.1429,294
1324656260,2016,"2016-02-23 00:00:00","2016-04-19 00:00:00",3.3529,260
1328153516,2016,"2016-11-16 00:00:00","2016-12-04 00:00:00",3.8000,31
1332195260,2015,"2015-10-04 00:00:00","2015-12-14 00:00:00",7.2000,387
1332195260,2016,"2016-04-17 00:00:00","2016-07-26 00:00:00",8.4167,162
1337510993,2016,"2016-05-09 00:00:00","2016-05-09 00:00:00",0.2000,240
1341050192,2015,"2015-10-20 00:00:00","2015-11-01 00:00:00",0.3939,430
1367675548,2007,"2007-08-19 00:00:00","2007-10-02 00:00:00",7.5000,3382
1374868226,2015,"2015-06-05 00:00:00","2015-07-26 00:00:00",4.3333,528
1374868226,2016,"2016-09-23 00:00:00","2016-09-27 00:00:00",0.8333,99
1379136250,2016,"2016-09-14 00:00:00","2016-11-02 00:00:00",5.5556,63
1380189247,2013,"2013-09-03 00:00:00","2013-10-08 00:00:00",2.7692,1184
1380334235,2007,"2007-04-01 00:00:00","2007-11-29 00:00:00",13.5000,3324
1380334235,2008,"2008-01-30 00:00:00","2008-12-15 00:00:00",17.8333,2942
1380334235,2009,"2009-02-02 00:00:00","2009-12-01 00:00:00",13.1739,2591
1381916068,2016,"2016-09-30 00:00:00","2016-10-01 00:00:00",0.1538,95
1384102760,2015,"2015-09-18 00:00:00","2015-11-28 00:00:00",6.5455,403
1392008832,2016,"2016-08-10 00:00:00","2016-08-31 00:00:00",5.5000,126
1397197121,2015,"2015-09-04 00:00:00","2015-10-02 00:00:00",2.9000,460
1397197121,2016,"2016-09-01 00:00:00","2016-09-30 00:00:00",3.0000,96
1397463461,2016,"2016-09-24 00:00:00","2016-09-26 00:00:00",1.0000,100
1402631538,2015,"2015-11-29 00:00:00","2015-12-20 00:00:00",2.7500,381
1404323819,2016,"2016-08-22 00:00:00","2016-08-22 00:00:00",1.0000,135
1423435938,2016,"2016-12-22 00:00:00","2016-12-26 00:00:00",2.5000,9
1425773914,2012,"2012-10-19 00:00:00","2012-11-22 00:00:00",5.8333,1504
1425773914,2013,"2013-08-23 00:00:00","2013-10-25 00:00:00",6.4000,1167
1425773914,2014,"2014-08-01 00:00:00","2014-10-03 00:00:00",6.4000,824
1434100687,2015,"2015-09-03 00:00:00","2015-09-03 00:00:00",0.1000,489
1457034505,2016,"2016-12-14 00:00:00","2016-12-29 00:00:00",2.6667,6
1457068178,2011,"2011-12-22 00:00:00","2011-12-27 00:00:00",3.0000,1835
1457068178,2012,"2012-01-03 00:00:00","2012-03-13 00:00:00",10.1429,1758
1470909200,2015,"2015-03-27 00:00:00","2015-05-08 00:00:00",4.3000,607
1470909200,2016,"2016-05-31 00:00:00","2016-07-11 00:00:00",4.2000,177
1481389794,2016,"2016-02-18 00:00:00","2016-04-20 00:00:00",6.3000,259
1507413938,2015,"2015-12-18 00:00:00","2015-12-18 00:00:00",1.0000,383
1507413938,2016,"2016-01-08 00:00:00","2016-12-18 00:00:00",11.9310,17
1516588466,2012,"2012-12-09 00:00:00","2012-12-30 00:00:00",3.6667,1466
1516588466,2013,"2013-01-05 00:00:00","2013-03-11 00:00:00",5.5000,1395
1519371357,2015,"2015-09-09 00:00:00","2015-10-28 00:00:00",6.2500,434
1519371357,2016,"2016-09-13 00:00:00","2016-11-22 00:00:00",7.1000,43
1532460606,2016,"2016-06-18 00:00:00","2016-06-20 00:00:00",1.0000,198
1534678793,2016,"2016-10-12 00:00:00","2016-12-21 00:00:00",7.1000,14
1538125789,2016,"2016-05-24 00:00:00","2016-06-28 00:00:00",6.0000,190
1539728602,2016,"2016-04-20 00:00:00","2016-04-20 00:00:00",0.0769,259
1540668289,2016,"2016-01-18 00:00:00","2016-01-24 00:00:00",1.7500,346
1548536424,2013,"2013-11-13 00:00:00","2013-12-31 00:00:00",5.4444,1100
1548536424,2014,"2014-01-13 00:00:00","2014-11-13 00:00:00",20.3333,783
1548536424,2015,"2015-09-09 00:00:00","2015-11-25 00:00:00",6.5000,406
1548536424,2016,"2016-08-06 00:00:00","2016-10-09 00:00:00",5.4167,87
1551234796,2015,"2015-05-29 00:00:00","2015-07-24 00:00:00",6.3333,530
1554191818,2015,"2015-10-04 00:00:00","2015-10-07 00:00:00",2.0000,455
1554191818,2016,"2016-09-03 00:00:00","2016-11-07 00:00:00",6.6000,58
1555137452,2016,"2016-05-02 00:00:00","2016-07-04 00:00:00",6.4000,184
1560408039,2016,"2016-08-24 00:00:00","2016-09-07 00:00:00",2.5000,119
1562043914,2007,"2007-04-01 00:00:00","2007-05-14 00:00:00",5.5000,3523
1562043914,2008,"2008-01-22 00:00:00","2008-03-29 00:00:00",13.6000,3203
1566750741,2015,"2015-10-14 00:00:00","2015-12-10 00:00:00",6.4444,391
1566750741,2016,"2016-01-08 00:00:00","2016-05-19 00:00:00",10.2308,230
1578693702,2016,"2016-11-15 00:00:00","2016-12-27 00:00:00",6.1429,8
1581189676,2013,"2013-03-07 00:00:00","2013-05-03 00:00:00",7.2500,1342
1599097407,2016,"2016-11-17 00:00:00","2016-11-18 00:00:00",1.0000,47
1599128751,2015,"2015-08-18 00:00:00","2015-08-18 00:00:00",1.0000,505
1604039073,2016,"2016-04-11 00:00:00","2016-10-03 00:00:00",6.2857,93
1616673641,2012,"2012-02-14 00:00:00","2012-03-27 00:00:00",5.3750,1744
1619016711,2012,"2012-02-24 00:00:00","2012-12-28 00:00:00",14.0455,1468
1619016711,2013,"2013-03-06 00:00:00","2013-12-28 00:00:00",14.9000,1103
1619016711,2014,"2014-01-04 00:00:00","2014-12-31 00:00:00",19.0526,735
1619016711,2015,"2015-01-07 00:00:00","2015-06-23 00:00:00",8.4000,561
1619016711,2016,"2016-01-16 00:00:00","2016-12-22 00:00:00",10.3636,13
1625584855,2014,"2014-02-10 00:00:00","2014-06-16 00:00:00",5.7727,933
1625584855,2015,"2015-08-05 00:00:00","2015-09-03 00:00:00",1.3636,489
1625584855,2016,"2016-07-03 00:00:00","2016-09-11 00:00:00",3.2273,115
1665115040,2016,"2016-01-21 00:00:00","2016-04-21 00:00:00",7.0769,258
1667151880,2015,"2015-09-11 00:00:00","2015-12-18 00:00:00",6.6000,383
1667151880,2016,"2016-10-06 00:00:00","2016-12-22 00:00:00",6.5000,13
1667954728,2016,"2016-05-21 00:00:00","2016-08-19 00:00:00",9.1000,138
1669127195,2014,"2014-05-09 00:00:00","2014-08-01 00:00:00",7.0833,887
1669127195,2016,"2016-04-19 00:00:00","2016-04-19 00:00:00",1.0000,260
1679485947,2015,"2015-06-28 00:00:00","2015-08-27 00:00:00",4.6923,496
1682919094,2015,"2015-03-21 00:00:00","2015-12-19 00:00:00",9.4483,382
1682919094,2016,"2016-01-13 00:00:00","2016-12-21 00:00:00",14.3333,14
1687933550,2011,"2011-12-15 00:00:00","2011-12-23 00:00:00",4.5000,1839
1687933550,2012,"2012-01-04 00:00:00","2012-02-22 00:00:00",10.0000,1778
1691533716,2015,"2015-09-11 00:00:00","2015-10-16 00:00:00",2.7692,446
1701725037,2014,"2014-09-03 00:00:00","2014-10-29 00:00:00",5.7000,798
1701725037,2015,"2015-11-03 00:00:00","2015-12-29 00:00:00",5.1818,372
1709328939,2014,"2014-10-10 00:00:00","2014-12-12 00:00:00",6.4000,754
1709328939,2015,"2015-01-23 00:00:00","2015-12-25 00:00:00",16.0476,376
1709328939,2016,"2016-01-01 00:00:00","2016-06-10 00:00:00",12.4615,208
1713374053,2012,"2012-03-15 00:00:00","2012-06-21 00:00:00",6.6000,1658
1714606091,2016,"2016-07-03 00:00:00","2016-08-22 00:00:00",6.3750,135
1718789306,2014,"2014-11-12 00:00:00","2014-12-19 00:00:00",7.6000,747
1718789306,2015,"2015-01-09 00:00:00","2015-03-27 00:00:00",7.0909,649
1718789306,2016,"2016-02-08 00:00:00","2016-05-16 00:00:00",6.6000,233
1721544886,2015,"2015-03-06 00:00:00","2015-12-18 00:00:00",13.0909,383
1721544886,2016,"2016-01-07 00:00:00","2016-05-10 00:00:00",13.8889,239
1723186883,2016,"2016-01-26 00:00:00","2016-03-29 00:00:00",6.4000,281
1730932936,2016,"2016-07-30 00:00:00","2016-11-18 00:00:00",37.3333,47
1731476157,2016,"2016-11-04 00:00:00","2016-11-04 00:00:00",1.0000,61
1733680874,2014,"2014-10-09 00:00:00","2014-12-11 00:00:00",7.1111,755
1733680874,2015,"2015-01-23 00:00:00","2015-12-12 00:00:00",14.7273,389
1733680874,2016,"2016-01-31 00:00:00","2016-12-09 00:00:00",13.6522,26
1739340729,2012,"2012-02-25 00:00:00","2012-05-05 00:00:00",6.4545,1705
1739340729,2015,"2015-04-24 00:00:00","2015-10-24 00:00:00",7.6667,438
1739340729,2016,"2016-04-04 00:00:00","2016-10-26 00:00:00",20.6000,70
1768870299,2012,"2012-10-18 00:00:00","2012-12-06 00:00:00",7.1429,1490
1768870299,2013,"2013-04-04 00:00:00","2013-11-28 00:00:00",12.5789,1133
1768870299,2014,"2014-01-16 00:00:00","2014-05-29 00:00:00",10.3077,951
1776717021,2016,"2016-01-25 00:00:00","2016-02-27 00:00:00",5.6667,312
1780545424,2015,"2015-11-03 00:00:00","2015-12-10 00:00:00",5.4286,391
1780545424,2016,"2016-01-08 00:00:00","2016-12-04 00:00:00",16.6000,31
1783651247,2015,"2015-06-22 00:00:00","2015-08-30 00:00:00",5.3846,493
1790695420,2013,"2013-01-30 00:00:00","2013-05-08 00:00:00",6.6000,1337
1790695420,2014,"2014-01-29 00:00:00","2014-05-14 00:00:00",7.0667,966
1790695420,2015,"2015-07-09 00:00:00","2015-08-27 00:00:00",3.3333,496
1793143473,2015,"2015-02-16 00:00:00","2015-05-15 00:00:00",6.8462,600
1793143473,2016,"2016-01-07 00:00:00","2016-03-10 00:00:00",6.4000,300
1794509958,2015,"2015-03-30 00:00:00","2015-06-12 00:00:00",25.0000,572
1799671774,2015,"2015-08-13 00:00:00","2015-09-03 00:00:00",2.2000,489
1806978197,2015,"2015-02-05 00:00:00","2015-11-26 00:00:00",6.2766,405
1812736653,2013,"2013-09-27 00:00:00","2013-11-22 00:00:00",5.7000,1139
1812736653,2014,"2014-09-12 00:00:00","2014-11-21 00:00:00",5.9167,775
1812736653,2015,"2015-09-25 00:00:00","2015-12-03 00:00:00",6.3636,398
1817212000,2016,"2016-06-18 00:00:00","2016-07-30 00:00:00",4.3000,158
1818481623,2016,"2016-10-19 00:00:00","2016-10-19 00:00:00",0.5000,77
1820484860,2013,"2013-12-06 00:00:00","2013-12-27 00:00:00",5.5000,1104
1820484860,2014,"2014-01-03 00:00:00","2014-12-29 00:00:00",18.0500,737
1820484860,2015,"2015-01-05 00:00:00","2015-12-06 00:00:00",12.0000,395
1820484860,2016,"2016-01-24 00:00:00","2016-11-20 00:00:00",13.1304,45
1821331550,2016,"2016-03-12 00:00:00","2016-12-17 00:00:00",9.3667,18
1823803459,2015,"2015-09-23 00:00:00","2015-12-10 00:00:00",6.0769,391
1823821260,2016,"2016-01-21 00:00:00","2016-02-02 00:00:00",2.6000,337
1826018087,2015,"2015-01-11 00:00:00","2015-03-14 00:00:00",3.1500,662
1826018087,2016,"2016-04-10 00:00:00","2016-05-15 00:00:00",5.1429,234
1826044133,2016,"2016-04-14 00:00:00","2016-06-09 00:00:00",5.7000,209
1835226008,2016,"2016-09-24 00:00:00","2016-09-25 00:00:00",0.2000,101
1836746164,2016,"2016-01-14 00:00:00","2016-03-30 00:00:00",5.9231,280
1840383184,2016,"2016-01-13 00:00:00","2016-04-06 00:00:00",6.5385,273
1840383184,2017,"2017-01-03 00:00:00","2017-01-03 00:00:00",1.0000,1
1849078190,2015,"2015-10-25 00:00:00","2015-10-25 00:00:00",0.5000,437
1851169368,2013,"2013-10-23 00:00:00","2013-12-18 00:00:00",5.7000,1113
1851169368,2014,"2014-09-05 00:00:00","2014-10-24 00:00:00",5.0000,803
1851169368,2015,"2015-10-04 00:00:00","2015-10-07 00:00:00",0.4000,455
1851169368,2016,"2016-11-21 00:00:00","2016-11-23 00:00:00",0.7500,42
1853657577,2016,"2016-12-26 00:00:00","2016-12-27 00:00:00",1.0000,8
1855944846,2016,"2016-01-19 00:00:00","2016-01-25 00:00:00",1.7500,345
1865774282,2007,"2007-08-19 00:00:00","2007-10-02 00:00:00",4.5000,3382
1865774282,2009,"2009-07-20 00:00:00","2009-12-18 00:00:00",76.0000,2574
1865774282,2012,"2012-06-11 00:00:00","2012-06-19 00:00:00",4.5000,1660
1874095686,2016,"2016-11-03 00:00:00","2016-11-03 00:00:00",1.0000,62
1876830478,2015,"2015-12-29 00:00:00","2015-12-29 00:00:00",0.3333,372
1876830478,2016,"2016-01-04 00:00:00","2016-01-04 00:00:00",0.3333,366
1879646298,2013,"2013-09-28 00:00:00","2013-11-02 00:00:00",2.7692,1159
1879646298,2016,"2016-07-30 00:00:00","2016-10-01 00:00:00",7.1111,95
1882389360,2015,"2015-12-14 00:00:00","2015-12-28 00:00:00",5.0000,373
1882389360,2016,"2016-01-11 00:00:00","2016-12-26 00:00:00",14.6250,9
1882389360,2017,"2017-01-02 00:00:00","2017-01-02 00:00:00",1.0000,2
1889774734,2015,"2015-09-14 00:00:00","2015-11-29 00:00:00",6.4167,402
1889774734,2016,"2016-09-21 00:00:00","2016-11-24 00:00:00",6.5000,41
1891251942,2016,"2016-01-25 00:00:00","2016-01-25 00:00:00",1.0000,345
1899601671,2015,"2015-11-30 00:00:00","2015-12-09 00:00:00",1.0000,392
1908268628,2016,"2016-07-15 00:00:00","2016-07-15 00:00:00",0.1250,173
1909519138,2015,"2015-10-04 00:00:00","2015-12-28 00:00:00",12.2857,373
1912811318,2016,"2016-05-19 00:00:00","2016-07-01 00:00:00",4.4000,187
1943877048,2016,"2016-09-25 00:00:00","2016-12-18 00:00:00",3.4000,17
1951003033,2016,"2016-02-13 00:00:00","2016-02-21 00:00:00",1.1250,318
1961460998,2016,"2016-02-14 00:00:00","2016-02-18 00:00:00",0.8333,321
1962462068,2015,"2015-10-22 00:00:00","2015-12-17 00:00:00",5.7000,384
1962462068,2016,"2016-01-14 00:00:00","2016-07-17 00:00:00",6.4138,171
1963515165,2016,"2016-10-17 00:00:00","2016-11-14 00:00:00",2.6364,51
1970914421,2015,"2015-11-12 00:00:00","2015-12-21 00:00:00",3.0769,380
1970914421,2016,"2016-01-26 00:00:00","2016-02-01 00:00:00",1.1667,338
1982485534,2016,"2016-06-10 00:00:00","2016-07-09 00:00:00",7.5000,179
1993507233,2007,"2007-04-01 00:00:00","2007-04-01 00:00:00",1.0000,3566
2006173555,2016,"2016-11-09 00:00:00","2016-12-28 00:00:00",6.2500,7
2007204494,2015,"2015-04-05 00:00:00","2015-05-17 00:00:00",4.3000,598
2016153469,2013,"2013-11-29 00:00:00","2013-12-20 00:00:00",5.5000,1111
2016153469,2014,"2014-01-10 00:00:00","2014-03-14 00:00:00",7.1111,1027
2028277136,2015,"2015-06-01 00:00:00","2015-06-16 00:00:00",0.6400,568
2028277136,2016,"2016-06-22 00:00:00","2016-09-16 00:00:00",7.9091,110
2029144198,2014,"2014-12-12 00:00:00","2014-12-19 00:00:00",4.0000,747
2029144198,2015,"2015-01-09 00:00:00","2015-08-04 00:00:00",16.0000,519
2029144198,2016,"2016-12-02 00:00:00","2016-12-31 00:00:00",3.0000,4
2031124449,2013,"2013-01-30 00:00:00","2013-06-26 00:00:00",6.1667,1288
2031124449,2014,"2014-01-10 00:00:00","2014-12-20 00:00:00",12.3214,746
2031124449,2015,"2015-01-10 00:00:00","2015-12-16 00:00:00",14.2083,385
2031124449,2016,"2016-01-12 00:00:00","2016-12-27 00:00:00",12.5357,8
2033775391,2016,"2016-05-05 00:00:00","2016-10-31 00:00:00",6.9231,65
2040782263,2016,"2016-07-09 00:00:00","2016-09-13 00:00:00",6.7000,113
2056425807,2016,"2016-06-05 00:00:00","2016-07-03 00:00:00",7.2500,185
2065102986,2016,"2016-06-17 00:00:00","2016-09-30 00:00:00",6.2353,96
2096574897,2016,"2016-01-13 00:00:00","2016-03-18 00:00:00",6.6000,292
2105125607,2016,"2016-12-14 00:00:00","2016-12-31 00:00:00",3.6000,4
2107925105,2012,"2012-12-03 00:00:00","2012-12-17 00:00:00",5.0000,1479
2107925105,2013,"2013-01-07 00:00:00","2013-12-19 00:00:00",21.6875,1112
2107925105,2014,"2014-01-10 00:00:00","2014-12-22 00:00:00",24.7857,744
2107925105,2015,"2015-01-12 00:00:00","2015-02-16 00:00:00",6.0000,688
2108567367,2016,"2016-07-04 00:00:00","2016-07-04 00:00:00",1.0000,184
2110170390,2008,"2008-10-04 00:00:00","2008-12-20 00:00:00",7.0909,2937
2110170390,2009,"2009-01-17 00:00:00","2009-05-04 00:00:00",10.8000,2802
2111501749,2015,"2015-11-12 00:00:00","2015-12-10 00:00:00",7.2500,391
2111501749,2016,"2016-03-03 00:00:00","2016-12-15 00:00:00",11.5200,20
2118413524,2016,"2016-04-12 00:00:00","2016-06-21 00:00:00",5.0714,197
2123228492,2015,"2015-03-19 00:00:00","2015-12-12 00:00:00",22.4167,389
2123228492,2016,"2016-01-15 00:00:00","2016-04-14 00:00:00",9.1000,265
2139323766,2016,"2016-07-10 00:00:00","2016-07-13 00:00:00",0.8000,175
